scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sd_risk,beta_risk,sharpe_risk,sortino_risk,risk_score,calculated_risk_level,calculated_risk_numeric,risk_explanation,return_score,sharpe_quality,sortino_quality,fund_quality_score,risk_gap,risk_compatibility,recommendation_score
HDFC Dynamic PE Ratio Fund,100,100,0.22,30.0,10,Srinivasan Ramamurthy,4.11,6.38,9.63,0.6,1.8,5,HDFC Mutual Fund,4,Other,FoFs Domestic,8.6,21.9,11.1,32.35294117647059,35.294117647058826,11.76470588235294,14.705882352941178,25.294117647058822,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,79.41176470588235,91.17647058823529,88.23529411764706,85.58823529411765,1,75.0,79.05882352941177
HDFC Equity Savings Fund,100,100,1.1,2524.0,10,Anil Bamboli,3.67,4.42,7.09,0.98,1.61,4,HDFC Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,5.1,16.0,8.8,80.95238095238095,71.42857142857143,38.095238095238095,33.33333333333333,60.95238095238095,High,4,Primary risk drivers: Volatility and Market Sensitivity.,85.71428571428571,66.66666666666666,71.42857142857143,75.71428571428571,1,75.0,77.35714285714285
HDFC Flexi Cap Fund,100,100,1.0,31672.0,10,Roshi Jain,3.4,5.15,18.4,1.0,1.56,6,HDFC Mutual Fund,4,Equity,Flexi Cap Funds,12.4,34.5,14.0,95.45454545454545,100.0,22.727272727272727,20.454545454545457,66.81818181818181,High,4,Primary risk drivers: Market Sensitivity and Volatility.,95.45454545454545,81.81818181818183,84.0909090909091,87.95454545454545,1,75.0,82.97727272727273
HDFC Floating Rate Debt Fund,100,100,0.26,14785.0,10,Shobhit Mehrotra,3.33,3.39,1.24,0.9,1.76,3,HDFC Mutual Fund,4,Debt,Floater Mutual Funds,5.6,6.5,6.9,57.14285714285714,42.857142857142854,14.285714285714285,14.285714285714285,37.14285714285714,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,57.14285714285714,100.0,100.0,82.85714285714286,1,75.0,73.78571428571429
HDFC Focused 30 Fund,100,100,0.54,3609.0,10,Roshi Jain,3.93,7.78,17.19,0.92,1.71,6,HDFC Mutual Fund,3,Equity,Focused Funds,16.0,35.8,11.9,78.94736842105263,50.0,5.263157894736842,5.263157894736842,43.684210526315795,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,100.0,100.0,100.0,100.0,0,100.0,100.0
HDFC Gilt Fund,100,100,0.46,1739.0,10,Anil Bamboli,0.43,0.23,2.78,0.64,0.34,3,HDFC Mutual Fund,2,Debt,Gilt Mutual Funds,3.6,4.9,6.4,42.10526315789473,60.526315789473685,78.94736842105263,78.94736842105263,60.526315789473685,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,26.31578947368421,26.31578947368421,26.31578947368421,26.315789473684205,1,75.0,50.6578947368421
HDFC Gold Fund,100,100,0.18,1402.0,10,Nirman Morakhia,1.03,-0.5,14.19,1.01,0.47,5,HDFC Mutual Fund,5,Other,FoFs Domestic,14.2,12.3,13.4,73.52941176470588,94.11764705882352,79.41176470588235,80.88235294117648,80.29411764705884,Very High,5,Primary risk drivers: Market Sensitivity and Downside Risk.,44.11764705882353,23.52941176470588,22.058823529411764,31.323529411764707,2,50.0,43.220588235294116
HDFC Housing Opportunities Fund,100,100,1.28,1081.0,5,Rakesh Vyas,2.5,0.23,19.34,1.0,1.23,6,HDFC Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,9.8,27.1,7.9,62.82051282051282,98.71794871794873,65.38461538461539,57.692307692307686,69.48717948717949,High,4,Primary risk drivers: Market Sensitivity and Sharpe Risk.,52.56410256410257,35.8974358974359,43.58974358974359,44.871794871794876,1,75.0,61.47435897435898
HDFC Hybrid Debt Fund,100,100,1.33,2695.0,10,Shobhit Mehrotra,3.46,3.73,4.97,0.69,1.74,4,HDFC Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,6.0,13.3,8.4,82.35294117647058,76.47058823529412,38.23529411764706,41.17647058823529,64.11764705882354,High,4,Primary risk drivers: Volatility and Market Sensitivity.,70.58823529411765,67.64705882352942,64.70588235294117,67.94117647058823,1,75.0,72.0
HDFC Hybrid Equity Fund,100,100,1.09,18729.0,10,Chirag Setalvad,3.42,4.86,13.03,0.87,1.6,6,HDFC Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,7.7,25.6,11.3,86.66666666666667,93.33333333333333,26.666666666666668,33.33333333333333,65.33333333333334,High,4,Primary risk drivers: Market Sensitivity and Volatility.,73.33333333333333,76.66666666666667,70.0,73.33333333333333,1,75.0,74.16666666666667
HDFC Income Fund,100,100,0.51,528.0,10,Shobhit Mehrotra,0.43,0.51,2.53,1.28,0.34,3,HDFC Mutual Fund,3,Debt,Medium to Long Duration Funds,3.8,5.2,6.1,18.181818181818183,45.45454545454545,72.72727272727273,72.72727272727273,45.45454545454546,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,36.36363636363637,36.36363636363637,36.36363636363637,36.36363636363637,0,100.0,68.18181818181819
HDFC Index Fund,100,100,0.2,4210.0,10,Nirman Morakhia,3.48,-0.64,16.76,1.0,1.31,6,HDFC Mutual Fund,4,Other,Index Funds,2.4,25.8,12.8,40.0,75.0,26.666666666666668,8.333333333333332,38.0,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,55.00000000000001,76.66666666666667,95.0,73.5,1,75.0,70.55
HDFC Index Fund,100,100,0.2,7457.0,10,Nirman Morakhia,3.24,-1.01,17.02,1.01,1.28,6,HDFC Mutual Fund,3,Other,Index Funds,0.9,26.0,12.0,70.0,95.0,58.333333333333336,55.00000000000001,69.66666666666667,High,4,Primary risk drivers: Market Sensitivity and Volatility.,71.66666666666667,45.0,48.333333333333336,56.66666666666667,1,75.0,68.83333333333334
HDFC Infrastructure Fund,100,100,1.75,593.0,10,Rakesh Vyas,3.12,2.65,23.69,0.88,1.3,6,HDFC Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,16.5,34.3,5.3,96.15384615384616,74.35897435897436,57.692307692307686,38.46153846153847,72.56410256410257,High,4,Primary risk drivers: Volatility and Market Sensitivity.,76.92307692307693,43.58974358974359,62.82051282051282,62.69230769230769,1,75.0,71.6923076923077
HDFC Large and Mid Cap Fund,100,100,1.03,7897.0,10,Gopal Agrawal,3.56,4.97,17.78,0.98,1.55,6,HDFC Mutual Fund,3,Equity,Large & Mid Cap Funds,6.3,33.3,12.8,100.0,97.91666666666666,31.25,12.5,68.33333333333333,High,4,Primary risk drivers: Volatility and Market Sensitivity.,95.83333333333334,72.91666666666666,91.66666666666666,87.70833333333333,1,75.0,82.97916666666667
HDFC Liquid Fund,300,5000,0.2,49008.0,10,Anupam Joshi,3.68,1.34,0.38,0.78,0.79,2,HDFC Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,63.63636363636363,84.84848484848484,75.75757575757575,74.24242424242425,72.42424242424242,High,4,Primary risk drivers: Market Sensitivity and Sharpe Risk.,48.484848484848484,27.27272727272727,28.78787878787879,36.21212121212121,1,75.0,58.060606060606055
HDFC Low Duration Fund,100,100,0.43,14779.0,10,Anupam Joshi,3.31,2.82,1.11,0.67,1.73,2,HDFC Mutual Fund,4,Debt,Low Duration Funds,5.4,6.2,6.7,65.0,30.0,20.0,40.0,44.0,Moderate,3,Primary risk drivers: Volatility and Downside Risk.,77.5,85.0,65.0,76.0,0,100.0,88.3
HDFC Medium Term Debt Fund,100,100,0.58,3538.0,10,Shobhit Mehrotra,1.34,2.14,2.33,0.78,1.01,4,HDFC Mutual Fund,3,Debt,Medium Duration Funds,4.1,6.9,7.4,33.33333333333333,41.66666666666667,33.33333333333333,50.0,38.33333333333333,Low,2,Primary risk drivers: Downside Risk and Market Sensitivity.,41.66666666666667,75.0,58.333333333333336,56.66666666666667,1,75.0,62.833333333333336
HDFC Mid-Cap Opportunities Fund,100,100,0.95,35009.0,10,Chirag Setalvad,3.64,2.45,16.86,0.93,1.77,6,HDFC Mutual Fund,3,Equity,Mid Cap Mutual Funds,11.9,34.2,13.1,63.04347826086957,76.08695652173914,26.08695652173913,30.434782608695656,51.739130434782616,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,78.26086956521739,78.26086956521739,73.91304347826086,76.95652173913044,0,100.0,88.73913043478261
HDFC Money Market Fund,100,100,0.21,15176.0,10,Vikas Agrawal,4.85,3.08,0.69,1.33,1.89,3,HDFC Mutual Fund,3,Debt,Money Market Funds,5.6,5.6,6.3,88.23529411764706,82.35294117647058,52.94117647058824,29.411764705882355,68.23529411764707,High,4,Primary risk drivers: Volatility and Market Sensitivity.,94.11764705882352,52.94117647058824,76.47058823529412,76.47058823529412,1,75.0,79.26470588235294
HDFC Multi-Asset Fund,100,100,0.88,1643.0,10,Srinivasan Ramamurthy,4.21,5.06,11.41,0.72,1.6,6,HDFC Mutual Fund,4,Hybrid,Multi Asset Allocation Mutual Funds,6.9,23.0,10.9,42.857142857142854,42.857142857142854,42.857142857142854,14.285714285714285,37.14285714285714,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,57.14285714285714,71.42857142857143,100.0,74.28571428571428,1,75.0,71.21428571428571
HDFC Overnight Fund,300,100,0.1,20146.0,10,Anil Bamboli,-0.53,0.53,0.35,0.42,-0.09,1,HDFC Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.8,4.6,73.07692307692307,23.076923076923077,84.61538461538461,84.61538461538461,67.69230769230768,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,11.538461538461538,19.230769230769234,19.230769230769234,16.153846153846157,1,75.0,44.65384615384615
HDFC Retirement Savings Fund,100,100,0.78,2696.0,7,Srinivasan Ramamurthy,4.32,9.26,15.16,0.85,1.92,6,HDFC Mutual Fund,5,Solution Oriented,Retirement Funds,11.6,34.9,14.8,95.0,82.5,5.0,10.0,57.5,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,100.0,100.0,95.0,98.5,0,100.0,99.55
HDFC Retirement Savings Fund,100,100,1.03,932.0,7,Srinivasan Ramamurthy,3.27,3.03,3.23,0.43,1.88,6,HDFC Mutual Fund,4,Solution Oriented,Retirement Funds,8.0,24.5,12.3,20.0,10.0,12.5,30.0,18.5,Very Low,1,Primary risk drivers: Downside Risk and Volatility.,75.0,92.5,75.0,80.25,2,50.0,64.075
HDFC Retirement Savings Fund,100,100,1.0,140.0,7,Shobhit Mehrotra,4.39,6.37,11.43,0.73,1.74,4,HDFC Mutual Fund,4,Solution Oriented,Retirement Funds,6.0,10.3,7.8,50.0,35.0,20.0,5.0,32.0,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,37.5,85.0,100.0,70.5,1,75.0,66.15
HDFC Short Term Debt Fund,100,100,0.29,11028.0,10,Anil Bamboli,2.33,4.24,1.87,1.45,1.23,3,HDFC Mutual Fund,3,Debt,Short Duration Funds,4.7,7.0,7.3,69.04761904761905,33.33333333333333,28.57142857142857,33.33333333333333,46.666666666666664,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,76.19047619047619,76.19047619047619,71.42857142857143,74.76190476190476,0,100.0,87.66666666666667
HDFC Small Cap Fund,100,100,0.8,14648.0,10,Chirag Setalvad,3.75,6.54,19.61,0.91,1.88,6,HDFC Mutual Fund,3,Equity,Small Cap Mutual Funds,12.5,43.5,13.5,92.0,92.0,72.0,68.0,83.20000000000002,Very High,5,Primary risk drivers: Volatility and Market Sensitivity.,68.0,32.0,36.0,47.6,2,50.0,52.88
HDFC Tax Saver Fund,500,500,1.15,9723.0,10,Roshi Jain,3.71,4.47,15.3,0.88,1.64,6,HDFC Mutual Fund,2,Equity,ELSS Mutual Funds,10.0,31.0,10.3,21.568627450980394,41.17647058823529,26.47058823529412,24.509803921568626,27.058823529411764,Low,2,Primary risk drivers: Market Sensitivity and Sharpe Risk.,72.54901960784314,75.49019607843137,77.45098039215686,74.90196078431373,1,75.0,74.48039215686275
HDFC Top 100 Fund,100,100,1.11,22139.0,10,Rahul Baijal,3.3,1.75,17.08,0.97,1.39,6,HDFC Mutual Fund,2,Equity,Large Cap Mutual Funds,6.6,28.6,11.9,92.85714285714286,91.07142857142857,25.0,25.0,65.35714285714286,High,4,Primary risk drivers: Volatility and Market Sensitivity.,88.88888888888889,78.57142857142857,78.57142857142857,82.6984126984127,1,75.0,80.0873015873016
HDFC Ultra Short Term Fund,100,100,0.34,13303.0,5,Anil Bamboli,4.46,2.7,0.64,1.1,1.93,3,HDFC Mutual Fund,4,Debt,Ultra Short Duration Funds,5.4,5.5,,73.91304347826086,67.3913043478261,21.73913043478261,21.73913043478261,51.73913043478261,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,78.26086956521739,82.6086956521739,82.6086956521739,80.8695652173913,0,100.0,89.91304347826087
HSBC Aggressive Hybrid Fund,500,5000,0.87,4636.0,10,Shriram Ramanathan,2.41,0.57,12.27,0.81,1.26,6,HSBC Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-1.2,19.5,8.1,55.00000000000001,53.333333333333336,75.0,91.66666666666666,66.0,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,26.666666666666668,28.333333333333332,11.666666666666666,22.666666666666668,1,75.0,49.63333333333333
HSBC Arbitrage Fund,500,5000,0.29,2344.0,9,Ritesh Jain,1.54,1.63,0.7,0.63,1.12,1,HSBC Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5,36.36363636363637,81.81818181818183,31.818181818181817,22.727272727272727,41.81818181818183,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,61.36363636363637,72.72727272727273,81.81818181818183,70.9090909090909,0,100.0,83.54545454545453
HSBC Balanced Advantage Fund,500,5000,0.78,1511.0,10,Ritesh Jain,2.95,0.89,7.21,0.45,1.27,4,HSBC Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.5,13.4,8.0,10.526315789473683,10.526315789473683,65.78947368421053,57.89473684210527,31.052631578947373,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,42.10526315789473,39.473684210526315,47.368421052631575,42.89473684210526,1,75.0,58.78947368421052
HSBC Banking and PSU Debt Fund,500,5000,0.23,3779.0,10,Jalpan Shah,0.64,5.62,2.39,3.36,0.47,3,HSBC Mutual Fund,1,Debt,Banking and PSU Mutual Funds,2.2,6.0,6.5,82.35294117647058,100.0,94.11764705882352,94.11764705882352,90.58823529411765,Very High,5,Primary risk drivers: Market Sensitivity and Sharpe Risk.,23.52941176470588,11.76470588235294,11.76470588235294,16.470588235294116,2,50.0,34.64705882352941
HSBC Business Cycles Fund,500,5000,1.42,535.0,9,Venugopal Manghat,3.13,2.69,17.41,0.97,1.46,6,HSBC Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,7.0,28.0,8.7,42.30769230769231,94.87179487179486,42.30769230769231,37.17948717948718,51.794871794871796,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,57.05128205128205,58.97435897435898,64.1025641025641,59.74358974358974,0,100.0,79.33333333333333
HSBC Conservative Hybrid Fund,500,5000,1.34,122.0,10,Ritesh Jain,2.3,0.76,4.75,0.74,1.28,4,HSBC Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,2.3,10.3,7.5,70.58823529411765,100.0,88.23529411764706,94.11764705882352,84.70588235294117,Very High,5,Primary risk drivers: Market Sensitivity and Downside Risk.,35.294117647058826,17.647058823529413,11.76470588235294,22.941176470588236,2,50.0,38.94117647058824
HSBC Corporate Bond Fund,500,5000,0.35,157.0,2,Ritesh Jain,0.44,0.67,2.47,1.09,0.39,2,HSBC Mutual Fund,2,Debt,Corporate Bond Mutual Funds,1.7,32.4,13.3,94.44444444444444,94.44444444444444,100.0,100.0,96.66666666666667,Very High,5,Primary risk drivers: Sharpe Risk and Downside Risk.,100.0,5.555555555555555,5.555555555555555,43.33333333333333,2,50.0,58.0
HSBC Corporate Bond Fund,500,5000,0.29,6772.0,10,Shriram Ramanathan,0.67,1.19,3.55,1.68,0.47,3,HSBC Mutual Fund,1,Debt,Corporate Bond Mutual Funds,3.3,6.6,7.6,100.0,100.0,83.33333333333334,83.33333333333334,93.33333333333334,Very High,5,Primary risk drivers: Volatility and Market Sensitivity.,55.55555555555556,22.22222222222222,22.22222222222222,35.55555555555556,2,50.0,46.77777777777778
HSBC Credit Risk Fund,500,5000,0.85,130.0,10,Shriram Ramanathan,0.33,-1.87,3.73,-2.39,0.35,4,HSBC Mutual Fund,3,Debt,Credit Risk Funds,4.8,5.7,5.1,57.14285714285714,35.714285714285715,100.0,100.0,70.0,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142,1,75.0,41.07142857142858
HSBC Dynamic Bond Fund,500,5000,0.29,200.0,10,Shriram Ramanathan,0.44,0.67,2.47,1.09,0.39,3,HSBC Mutual Fund,3,Debt,Dynamic Bond,4.7,5.4,6.8,45.23809523809524,64.28571428571429,78.57142857142857,83.33333333333334,63.33333333333334,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,30.952380952380953,26.190476190476193,21.428571428571427,26.666666666666668,1,75.0,51.69047619047619
HSBC ELSS Fund,500,500,1.16,3007.0,10,Cheenu Gupta,2.8,-0.03,16.03,0.91,1.33,6,HSBC Mutual Fund,1,Equity,ELSS Mutual Funds,-1.2,24.1,8.0,54.90196078431373,54.90196078431373,74.50980392156863,76.47058823529412,63.137254901960794,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,17.647058823529413,27.450980392156865,25.49019607843137,22.94117647058824,1,75.0,47.911764705882355
HSBC Equity Hybrid Fund,500,5000,1.0,474.0,4,Neelotpal Sahai,2.41,0.57,12.27,0.81,1.26,6,HSBC Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,55.00000000000001,53.333333333333336,75.0,91.66666666666666,66.0,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,95.0,28.333333333333332,11.666666666666666,50.0,1,75.0,71.5
HSBC Equity Savings Fund,500,5000,0.62,150.0,10,Ritesh Jain,4.47,5.57,6.24,0.85,1.86,3,HSBC Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.9,15.5,7.5,52.38095238095239,38.095238095238095,7.142857142857142,14.285714285714285,32.85714285714286,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,80.95238095238095,97.61904761904762,90.47619047619048,88.80952380952381,1,75.0,80.33333333333333
HSBC Flexi Cap Fund,500,5000,1.23,3097.0,10,Vihang Naik,2.92,0.36,16.25,0.94,1.38,6,HSBC Mutual Fund,2,Equity,Flexi Cap Funds,-1.2,26.4,9.2,63.63636363636363,81.81818181818183,54.54545454545454,54.54545454545454,63.63636363636363,High,4,Primary risk drivers: Market Sensitivity and Volatility.,63.63636363636363,50.0,50.0,55.45454545454545,1,75.0,66.86363636363637
HSBC Flexi Debt Fund,500,5000,0.94,54.0,10,Ritesh Jain,0.44,0.67,2.47,1.09,0.39,3,HSBC Mutual Fund,2,Debt,Dynamic Bond,1.7,32.4,13.3,45.23809523809524,64.28571428571429,78.57142857142857,83.33333333333334,63.33333333333334,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,100.0,26.190476190476193,21.428571428571427,54.28571428571429,1,75.0,73.78571428571429
HSBC Gilt Fund,500,5000,0.48,231.0,10,Jalpan Shah,0.49,0.51,2.94,0.64,0.41,3,HSBC Mutual Fund,3,Debt,Gilt Mutual Funds,5.0,5.4,7.1,68.42105263157895,60.526315789473685,63.1578947368421,73.68421052631578,66.84210526315789,High,4,Primary risk drivers: Downside Risk and Volatility.,52.63157894736842,42.10526315789473,31.57894736842105,43.1578947368421,1,75.0,60.973684210526315
HSBC Infrastructure Fund,500,5000,1.14,1476.0,10,Venugopal Manghat,3.69,10.03,16.32,0.6,1.78,6,HSBC Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,11.3,33.6,9.3,34.61538461538461,14.102564102564102,10.256410256410255,12.82051282051282,21.282051282051285,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,75.64102564102564,91.02564102564102,88.46153846153845,84.1025641025641,1,75.0,77.85897435897435
HSBC Large & Mid Cap Fund,500,5000,1.08,1992.0,4,Neelotpal Sahai,3.02,1.39,15.85,0.91,1.4,6,HSBC Mutual Fund,2,Equity,Large & Mid Cap Funds,-0.6,25.6,,33.33333333333333,54.166666666666664,79.16666666666666,70.83333333333334,54.16666666666667,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,22.916666666666664,25.0,33.33333333333333,26.666666666666664,0,100.0,62.583333333333336
HSBC Large Cap Fund,500,5000,1.26,1405.0,10,Neelotpal Sahai,2.6,-2.34,16.62,0.97,1.18,6,HSBC Mutual Fund,2,Equity,Large Cap Mutual Funds,0.0,23.3,10.6,83.92857142857143,91.07142857142857,82.14285714285714,83.92857142857143,85.00000000000001,Very High,5,Primary risk drivers: Market Sensitivity and Volatility.,25.925925925925924,21.428571428571427,19.642857142857142,22.69179894179894,2,50.0,36.99272486772487
HSBC Liquid Fund,500,5000,0.12,12043.0,10,Kapil Punjabi,4.42,1.38,0.38,0.77,0.91,2,HSBC Mutual Fund,3,Debt,Liquid Mutual Funds,5.7,4.3,5.3,63.63636363636363,77.27272727272727,54.54545454545454,45.45454545454545,60.90909090909091,High,4,Primary risk drivers: Market Sensitivity and Volatility.,48.484848484848484,48.484848484848484,57.57575757575758,51.21212121212121,1,75.0,62.560606060606055
HSBC Low Duration Fund,500,5000,0.25,467.0,10,Shriram Ramanathan,0.63,0.3,2.32,-0.78,0.58,2,HSBC Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.8,85.0,10.0,95.0,95.0,74.0,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,40.0,10.0,10.0,22.0,1,75.0,52.1
HSBC Managed Solutions Conservative Fund,500,5000,0.54,34.0,9,Gautam Bhupal,0.86,-1.07,4.45,0.49,0.55,3,HSBC Mutual Fund,2,Other,FoFs Domestic,3.2,6.7,5.9,11.76470588235294,23.52941176470588,64.70588235294117,91.17647058823529,40.588235294117645,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,10.294117647058822,38.23529411764706,11.76470588235294,19.11764705882353,0,100.0,57.794117647058826
HSBC Managed Solutions Growth Fund,500,5000,1.06,34.0,9,Gautam Bhupal,3.05,1.87,13.16,0.9,1.4,6,HSBC Mutual Fund,2,Other,FoFs Domestic,0.6,22.2,9.2,52.94117647058824,64.70588235294117,36.76470588235294,38.23529411764706,49.117647058823536,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,82.35294117647058,66.17647058823529,64.70588235294117,72.20588235294117,0,100.0,88.13235294117646
HSBC Managed Solutions Moderate Fund,500,5000,0.76,58.0,9,Gautam Bhupal,2.81,0.67,10.91,0.74,1.31,5,HSBC Mutual Fund,2,Other,FoFs Domestic,1.2,19.0,8.7,41.17647058823529,44.11764705882353,51.470588235294116,47.05882352941176,45.0,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,67.64705882352942,51.470588235294116,55.88235294117647,59.26470588235294,0,100.0,81.30882352941177
